Game,Japan Sales,GameID,Pos,PAL Sales,Other Sales,NA Sales,Metacritic Score,Total Sales,User Score
1080° Avalanche,,1080° Avalanche | GCN,566,,,,,,
Luigi's Mansion,0.46,Luigi's Mansion | GCN,5,0.67,0.1,2.38,,3.6,
Lupin III: Umi ni Kieta Hihou,,Lupin III: Umi ni Kieta Hihou | GCN,624,,,,,,
Madagascar,,Madagascar | GCN,75,0.13,0.02,0.52,70.0,0.66,
Madden NFL 06,,Madden NFL 06 | GCN,87,0.11,0.02,0.44,86.0,0.57,8.5
Madden NFL 07,,Madden NFL 07 | GCN,79,0.13,0.02,0.48,82.0,0.62,7.8
Madden NFL 08,,Madden NFL 08 | GCN,401,0.02,,0.06,75.0,0.08,7.7
Madden NFL 2002,,Madden NFL 2002 | GCN,82,0.12,0.02,0.47,,0.61,
Madden NFL 2003,,Madden NFL 2003 | GCN,112,0.09,0.01,0.33,,0.43,
Madden NFL 2004,,Madden NFL 2004 | GCN,95,0.1,0.01,0.4,,0.51,
Madden NFL 2005,,Madden NFL 2005 | GCN,70,0.14,0.02,0.54,90.0,0.7,
Major League Baseball 2K6,,Major League Baseball 2K6 | GCN,246,0.03,,0.13,66.0,0.17,
Mario Golf: Toadstool Tour,0.25,Mario Golf: Toadstool Tour | GCN,24,0.15,0.04,1.09,,1.53,
Mario Kart: Double Dash!!,0.87,Mario Kart: Double Dash!! | GCN,2,1.77,0.19,4.12,87.0,6.95,8.6
Mario Party 4,0.92,Mario Party 4 | GCN,10,0.36,0.07,1.13,,2.47,
Mario Party 5,0.73,Mario Party 5 | GCN,12,0.33,0.06,0.97,69.0,2.08,8.0
Mario Party 6,0.6,Mario Party 6 | GCN,17,0.11,0.05,0.9,71.0,1.65,8.1
Mario Party 7,0.46,Mario Party 7 | GCN,23,0.11,0.04,0.95,64.0,1.57,7.8
Mario Power Tennis,0.46,Mario Power Tennis | GCN,38,0.16,0.03,0.58,80.0,1.22,8.5
Mario Superstar Baseball,0.25,Mario Superstar Baseball | GCN,29,0.24,0.04,0.93,76.0,1.46,8.7
Mark Davis Pro Bass Challenge,,Mark Davis Pro Bass Challenge | GCN,558,,,0.01,,0.01,
Marvel Nemesis: Rise of the Imperfects,,Marvel Nemesis: Rise of the Imperfects | GCN,132,0.08,0.01,0.3,54.0,0.38,5.8
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive | GCN,204,0.04,0.01,0.17,,0.22,
Mat Hoffman's Pro BMX 2,,Mat Hoffman's Pro BMX 2 | GCN,489,0.01,,0.03,,0.04,
MC Groovz Dance Craze,,MC Groovz Dance Craze | GCN,230,0.04,0.01,0.15,42.0,0.2,6.8
Medabots: Infinity,,Medabots: Infinity | GCN,456,0.01,,0.04,51.0,0.05,8.3
Medal of Honor European Assault,,Medal of Honor European Assault | GCN,187,0.05,0.01,0.19,,0.25,
Medal of Honor: Frontline,,Medal of Honor: Frontline | GCN,84,0.12,0.02,0.46,,0.59,
Medal of Honor: Rising Sun,,Medal of Honor: Rising Sun | GCN,114,0.09,0.01,0.33,68.0,0.42,6.4
Mega Man Anniversary Collection,,Mega Man Anniversary Collection | GCN,117,0.08,0.01,0.32,81.0,0.42,8.8
Mega Man Network Transmission,,Mega Man Network Transmission | GCN,254,0.03,,0.13,,0.17,
Mega Man X Collection,,Mega Man X Collection | GCN,313,0.03,,0.1,75.0,0.13,8.6
Mega Man X: Command Mission,,Mega Man X: Command Mission | GCN,314,0.02,,0.1,67.0,0.12,7.3
Men in Black II: Alien Escape,,Men in Black II: Alien Escape | GCN,557,,,0.01,,0.01,
Metal Arms: Glitch in the System,,Metal Arms: Glitch in the System | GCN,346,0.02,,0.08,83.0,0.1,8.5
Metal Gear Solid 2: Sons of Liberty,,Metal Gear Solid 2: Sons of Liberty | GCN,625,,,,,,
Metal Gear Solid: The Twin Snakes,0.07,Metal Gear Solid: The Twin Snakes | GCN,102,0.08,0.01,0.3,85.0,0.47,8.9
Metroid Prime,0.1,Metroid Prime | GCN,7,0.67,0.09,1.96,,2.82,
Metroid Prime / The Legend of Zelda: The Wind Waker,,Metroid Prime / The Legend of Zelda: The Wind Waker | GCN,626,,,,,,
Metroid Prime 2: Echoes,0.07,Metroid Prime 2: Echoes | GCN,34,0.35,0.04,0.87,92.0,1.33,8.8
Midway Arcade Treasures,,Midway Arcade Treasures | GCN,256,0.03,,0.13,72.0,0.17,8.0
Midway Arcade Treasures 2,,Midway Arcade Treasures 2 | GCN,259,0.03,,0.13,74.0,0.16,7.3
Midway Arcade Treasures 3,,Midway Arcade Treasures 3 | GCN,422,0.01,,0.05,65.0,0.07,7.0
Minority Report: Everybody Runs,,Minority Report: Everybody Runs | GCN,351,0.02,,0.08,,0.1,
Mission: Impossible - Operation Surma,,Mission: Impossible - Operation Surma | GCN,542,,,0.01,,0.02,
MLB SlugFest 20-03,,MLB SlugFest 20-03 | GCN,287,0.03,,0.11,,0.15,
MLB SlugFest 20-04,,MLB SlugFest 20-04 | GCN,487,0.01,,0.03,,0.04,
Mobile Suit Gundam: Gundam vs. Z Gundam,,Mobile Suit Gundam: Gundam vs. Z Gundam | GCN,628,,,,,,
Mobile Suit Gundam: Senshitachi no Kiseki,,Mobile Suit Gundam: Senshitachi no Kiseki | GCN,629,,,,,,
Momotarou Dentetsu 11,0.07,Momotarou Dentetsu 11 | GCN,397,,,,,0.08,
Momotarou Dentetsu 12,,Momotarou Dentetsu 12 | GCN,630,,,,,,
Monopoly Party,,Monopoly Party | GCN,310,0.03,,0.1,,0.13,
Monster 4x4: Masters of Metal,,Monster 4x4: Masters of Metal | GCN,463,0.01,,0.04,49.0,0.05,
Monster House,,Monster House | GCN,294,0.03,,0.11,60.0,0.14,
Monster Jam: Maximum Destruction,,Monster Jam: Maximum Destruction | GCN,480,0.01,,0.04,,0.05,
"Monsters, Inc. Scream Arena",,"Monsters, Inc. Scream Arena | GCN",137,0.07,0.01,0.29,,0.37,
Mortal Kombat: Deadly Alliance,,Mortal Kombat: Deadly Alliance | GCN,120,0.08,0.01,0.31,,0.41,
Mortal Kombat: Deception,,Mortal Kombat: Deception | GCN,334,0.02,,0.09,77.0,0.11,8.8
Mr. Driller: Drill Land,,Mr. Driller: Drill Land | GCN,631,,,,,,
Muppets Party Cruise,,Muppets Party Cruise | GCN,524,,,0.02,,0.02,8.0
Muscle Champion,,Muscle Champion | GCN,632,,,,,,
MVP Baseball 2004,,MVP Baseball 2004 | GCN,184,0.05,0.01,0.2,89.0,0.26,8.5
MVP Baseball 2005,,MVP Baseball 2005 | GCN,153,0.07,0.01,0.25,88.0,0.33,8.7
MX SuperFly featuring Ricky Carmichael,,MX SuperFly featuring Ricky Carmichael | GCN,362,0.02,,0.07,,0.09,
Mystic Heroes,0.04,Mystic Heroes | GCN,364,0.01,,0.03,,0.09,
Namco Museum,,Namco Museum | GCN,78,0.13,0.02,0.48,,0.63,
Namco Museum: 50th Anniversary,,Namco Museum: 50th Anniversary | GCN,214,0.04,0.01,0.17,,0.21,
Naruto: Clash of Ninja,,Naruto: Clash of Ninja | GCN,74,0.14,0.02,0.53,72.0,0.68,8.1
Naruto: Clash of Ninja (JP sales),0.21,Naruto: Clash of Ninja (JP sales) | GCN,216,,0.01,,,0.21,
Naruto: Clash of Ninja 2,0.45,Naruto: Clash of Ninja 2 | GCN,46,0.12,0.03,0.44,74.0,1.04,8.7
Naruto: Gekitou Ninja Taisen! 3,0.43,Naruto: Gekitou Ninja Taisen! 3 | GCN,108,,0.01,,,0.44,
Naruto: Gekitou Ninja Taisen! 4,0.32,Naruto: Gekitou Ninja Taisen! 4 | GCN,152,,0.01,,,0.33,
NASCAR 2005: Chase for the Cup,,NASCAR 2005: Chase for the Cup | GCN,315,0.02,,0.1,,0.12,
NASCAR Thunder 2003,,NASCAR Thunder 2003 | GCN,157,0.06,0.01,0.24,,0.31,
NASCAR: Dirt to Daytona,,NASCAR: Dirt to Daytona | GCN,363,0.02,,0.07,,0.09,
NBA 2K2,,NBA 2K2 | GCN,320,0.02,,0.09,,0.12,
NBA 2K3,,NBA 2K3 | GCN,266,0.03,,0.12,,0.16,
NBA Courtside 2002,,NBA Courtside 2002 | GCN,193,0.05,0.01,0.19,,0.25,
NBA Live 06,,NBA Live 06 | GCN,155,0.07,0.01,0.25,76.0,0.33,
NBA Live 2003,,NBA Live 2003 | GCN,159,0.06,0.01,0.23,,0.3,
NBA Live 2004,,NBA Live 2004 | GCN,177,0.05,0.01,0.21,84.0,0.27,7.7
NBA Live 2005,,NBA Live 2005 | GCN,105,0.09,0.01,0.35,83.0,0.45,7.1
NBA Street,,NBA Street | GCN,113,0.09,0.01,0.33,,0.42,
NBA Street V3,,NBA Street V3 | GCN,162,0.06,0.01,0.23,88.0,0.29,8.4
NBA Street Vol. 2,,NBA Street Vol. 2 | GCN,92,0.11,0.01,0.41,,0.54,
NCAA College Basketball 2K3,,NCAA College Basketball 2K3 | GCN,561,,,0.01,,0.01,
NCAA College Football 2K3,,NCAA College Football 2K3 | GCN,413,0.01,,0.05,,0.07,
NCAA Football 2003,,NCAA Football 2003 | GCN,220,0.04,0.01,0.16,,0.21,
NCAA Football 2004,,NCAA Football 2004 | GCN,270,0.03,,0.12,,0.15,
NCAA Football 2005,,NCAA Football 2005 | GCN,206,0.04,0.01,0.17,88.0,0.22,7.8
Need for Speed Carbon,,Need for Speed Carbon | GCN,142,0.07,0.01,0.27,75.0,0.35,7.9
Need for Speed Underground,0.01,Need for Speed Underground | GCN,39,0.48,0.03,0.69,83.0,1.21,8.5
Need for Speed Underground 2,0.01,Need for Speed Underground 2 | GCN,43,0.39,0.03,0.7,,1.14,
Need for Speed: Hot Pursuit 2,,Need for Speed: Hot Pursuit 2 | GCN,61,0.09,0.02,0.68,,0.8,
Need for Speed: Most Wanted,,Need for Speed: Most Wanted | GCN,89,0.11,0.02,0.43,,0.56,
Neighbours From Hell,,Neighbours From Hell | GCN,633,,,,,,
NFL 2K3,,NFL 2K3 | GCN,211,0.04,0.01,0.17,,0.22,
NFL Blitz 20-02,,NFL Blitz 20-02 | GCN,366,0.02,,0.07,,0.09,
NFL Blitz 20-03,,NFL Blitz 20-03 | GCN,295,0.03,,0.11,,0.14,
NFL Blitz Pro,,NFL Blitz Pro | GCN,523,,,0.02,71.0,0.02,
NFL Quarterback Club 2002,,NFL Quarterback Club 2002 | GCN,453,0.01,,0.04,,0.05,
NFL Street,,NFL Street | GCN,143,0.07,0.01,0.27,81.0,0.35,7.8
NFL Street 2,,NFL Street 2 | GCN,228,0.04,0.01,0.15,77.0,0.2,7.6
NHL 06,,NHL 06 | GCN,378,0.02,,0.06,78.0,0.08,8.4
NHL 2003,,NHL 2003 | GCN,301,0.03,,0.1,,0.13,
NHL 2004,,NHL 2004 | GCN,350,0.02,,0.08,,0.1,
NHL 2005,,NHL 2005 | GCN,421,0.01,,0.05,75.0,0.07,5.6
NHL 2K3,,NHL 2K3 | GCN,533,,,0.01,,0.02,
NHL Hitz 20-02,,NHL Hitz 20-02 | GCN,219,0.04,0.01,0.16,,0.21,
NHL Hitz 20-03,,NHL Hitz 20-03 | GCN,398,0.02,,0.06,,0.08,
NHL Hitz Pro,,NHL Hitz Pro | GCN,490,0.01,,0.03,,0.04,
Nickelodeon Party Blast,,Nickelodeon Party Blast | GCN,191,0.05,0.01,0.19,,0.25,
Nicktoons: Battle for Volcano Island,,Nicktoons: Battle for Volcano Island | GCN,165,0.06,0.01,0.22,,0.29,6.6
Nicktoons: Unite!,,Nicktoons: Unite! | GCN,141,0.07,0.01,0.27,,0.35,
Nintendo GameCube Preview Disc,,Nintendo GameCube Preview Disc | GCN,634,,,,,,
Odama,0.02,Odama | GCN,336,0.02,,0.07,62.0,0.11,8.0
Ohenro-San: Hosshin no Dojo,,Ohenro-San: Hosshin no Dojo | GCN,635,,,,,,
Open Season,,Open Season | GCN,245,0.03,,0.13,59.0,0.17,
Outlaw Golf,,Outlaw Golf | GCN,382,0.02,,0.06,,0.08,
Over the Hedge,,Over the Hedge | GCN,144,0.07,0.01,0.27,61.0,0.35,8.0
P.N.03 - Product Number Three,,P.N.03 - Product Number Three | GCN,393,0.02,,0.06,,0.08,
Pac-Man Fever,,Pac-Man Fever | GCN,170,0.06,0.01,0.21,,0.28,
Pac-Man Player's Choice Bundle,,Pac-Man Player's Choice Bundle | GCN,81,0.12,0.02,0.48,,0.62,
Pac-Man vs.,,Pac-Man vs. | GCN,636,,,,78.0,,7.7
Pac-Man World 2,,Pac-Man World 2 | GCN,139,0.07,0.01,0.28,,0.37,
Pac-Man World 3,,Pac-Man World 3 | GCN,357,0.02,,0.07,66.0,0.09,7.4
Pac-Man World Rally,,Pac-Man World Rally | GCN,377,0.02,,0.06,57.0,0.08,8.2
Paper Mario: The Thousand-Year Door,0.46,Paper Mario: The Thousand-Year Door | GCN,11,0.25,0.06,1.48,87.0,2.25,9.1
Peter Jackson's King Kong: The Official Game of the Movie,,Peter Jackson's King Kong: The Official Game of the Movie | GCN,195,0.05,0.01,0.19,81.0,0.24,8.2
Phantasy Star Online Episode I & II,0.16,Phantasy Star Online Episode I & II | GCN,104,0.06,0.01,0.23,,0.45,
Phantasy Star Online Episode I & II Plus,,Phantasy Star Online Episode I & II Plus | GCN,452,0.01,,0.04,,0.05,8.6
Phantasy Star Online Episode III: C.A.R.D. Revolution,,Phantasy Star Online Episode III: C.A.R.D. Revolution | GCN,394,0.02,,0.06,71.0,0.08,8.4
Piglet's Big Game,,Piglet's Big Game | GCN,459,0.01,,0.04,,0.05,
Pikmin,0.56,Pikmin | GCN,18,0.25,0.04,0.78,,1.63,
Pikmin 2,0.56,Pikmin 2 | GCN,40,0.13,0.03,0.48,90.0,1.2,9.0
Pinball Hall of Fame: The Gottlieb Collection,,Pinball Hall of Fame: The Gottlieb Collection | GCN,460,0.01,,0.04,,0.05,
Pitfall: The Lost Expedition,,Pitfall: The Lost Expedition | GCN,402,0.02,,0.06,73.0,0.08,8.6
Pokémon Box: Ruby and Sapphire,0.27,Pokémon Box: Ruby and Sapphire | GCN,171,,0.01,,,0.28,
Pokémon Channel,0.07,Pokémon Channel | GCN,134,0.06,0.01,0.24,,0.38,
Pokémon Colosseum,0.7,Pokémon Colosseum | GCN,9,0.57,0.07,1.21,,2.54,
Pokémon Colosseum Bonus Disc,,Pokémon Colosseum Bonus Disc | GCN,637,,,,,,
Pokémon XD: Gale of Darkness,0.31,Pokémon XD: Gale of Darkness | GCN,37,0.19,0.03,0.71,,1.25,
Pool Edge,,Pool Edge | GCN,638,,,,,,
Power Rangers: Dino Thunder,,Power Rangers: Dino Thunder | GCN,124,0.08,0.01,0.31,,0.4,
Prince of Persia: The Sands of Time,,Prince of Persia: The Sands of Time | GCN,156,0.06,0.01,0.25,92.0,0.32,8.2
Prince of Persia: The Two Thrones,,Prince of Persia: The Two Thrones | GCN,284,0.03,,0.11,84.0,0.15,7.8
Prince of Persia: Warrior Within,,Prince of Persia: Warrior Within | GCN,231,0.04,0.01,0.15,83.0,0.2,7.8
Pro Rally,,Pro Rally | GCN,538,,,0.01,,0.02,
Pure Evil 2-Pack,,Pure Evil 2-Pack | GCN,639,,,,,,
Puyo Pop Fever,,Puyo Pop Fever | GCN,545,,,0.01,72.0,0.01,8.3
R: Racing Evolution,,R: Racing Evolution | GCN,403,0.02,,0.06,67.0,0.08,7.0
Radirgy Generic,,Radirgy Generic | GCN,640,,,,,,
Rally Championship,,Rally Championship | GCN,550,,,0.01,,0.01,
Rampage: Total Destruction,,Rampage: Total Destruction | GCN,125,0.08,0.01,0.31,57.0,0.4,6.9
Ratatouille,,Ratatouille | GCN,288,0.03,,0.11,60.0,0.14,5.8
Rave Master,0.05,Rave Master | GCN,465,,,,60.0,0.05,6.3
Rayman 10th Anniversary,,Rayman 10th Anniversary | GCN,641,,,,,,
Rayman 3: Hoodlum Havoc,,Rayman 3: Hoodlum Havoc | GCN,416,0.01,,0.05,,0.07,
Rayman Arena,,Rayman Arena | GCN,298,0.03,,0.11,,0.14,
Red Faction II,,Red Faction II | GCN,499,0.01,,0.03,,0.03,
RedCard 20-03,,RedCard 20-03 | GCN,522,,,0.02,,0.02,
Reign of Fire,,Reign of Fire | GCN,344,0.02,,0.08,,0.11,
Resident Evil,0.35,Resident Evil | GCN,30,0.38,0.05,0.63,,1.42,
Resident Evil - Code: Veronica X,,Resident Evil - Code: Veronica X | GCN,440,0.01,,0.05,,0.06,
Resident Evil (Gamecube),0.35,Resident Evil (Gamecube) | GCN,31,0.38,0.05,0.63,,1.42,
Resident Evil 2,,Resident Evil 2 | GCN,442,0.01,,0.04,,0.06,
Resident Evil 3: Nemesis,,Resident Evil 3: Nemesis | GCN,399,0.02,,0.06,,0.08,
Resident Evil 4,0.22,Resident Evil 4 | GCN,16,0.42,0.06,0.98,96.0,1.69,9.4
Resident Evil Zero,0.45,Resident Evil Zero | GCN,35,0.27,0.04,0.54,,1.29,
Resident Evil: 10th Anniversary Collection,,Resident Evil: 10th Anniversary Collection | GCN,642,,,,,,
Ribbit King,,Ribbit King | GCN,474,0.01,,0.04,60.0,0.05,7.4
Road Trip: The Arcade Edition,,Road Trip: The Arcade Edition | GCN,520,,,0.02,,0.02,
RoadKill,,RoadKill | GCN,505,0.01,,0.02,64.0,0.03,
Robotech: Battlecry,,Robotech: Battlecry | GCN,258,0.03,,0.13,,0.16,
Robots,,Robots | GCN,264,0.03,,0.12,56.0,0.16,
Rocket Power: Beach Bandits,,Rocket Power: Beach Bandits | GCN,201,0.05,0.01,0.18,,0.23,
Rocky,,Rocky | GCN,358,0.02,,0.07,,0.09,
Rogue Ops,,Rogue Ops | GCN,469,0.01,,0.04,65.0,0.05,
Room Zoom: Race for Impact,,Room Zoom: Race for Impact | GCN,644,,,,,,
Rugrats: Royal Ransom,,Rugrats: Royal Ransom | GCN,244,0.03,,0.13,,0.17,
Samurai Jack: The Shadow of Aku,,Samurai Jack: The Shadow of Aku | GCN,539,,,0.01,59.0,0.02,6.2
Scaler,,Scaler | GCN,496,0.01,,0.03,69.0,0.04,7.3
Scooby-Doo! Mystery Mayhem,,Scooby-Doo! Mystery Mayhem | GCN,212,0.04,0.01,0.17,54.0,0.22,
Scooby-Doo! Night of 100 Frights,,Scooby-Doo! Night of 100 Frights | GCN,161,0.06,0.01,0.23,,0.3,
Scooby-Doo! Unmasked,,Scooby-Doo! Unmasked | GCN,272,0.03,,0.12,64.0,0.15,6.4
SD Gundam: Gashapon Wars,0.07,SD Gundam: Gashapon Wars | GCN,409,,,,,0.07,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure | GCN,356,0.02,,0.07,,0.09,
Second Sight,,Second Sight | GCN,464,0.01,,0.04,77.0,0.05,8.3
Sega Soccer Slam,,Sega Soccer Slam | GCN,425,0.01,,0.05,,0.07,
Serious Sam: Next Encounter,,Serious Sam: Next Encounter | GCN,525,,,0.02,69.0,0.02,8.4
Shadow The Hedgehog,,Shadow The Hedgehog | GCN,49,0.2,0.03,0.76,,0.99,
Shaman King: Soul Fight,0.05,Shaman King: Soul Fight | GCN,455,,,,,0.05,
Shark Tale,,Shark Tale | GCN,160,0.06,0.01,0.23,69.0,0.3,
Shikigami no Shiro II,,Shikigami no Shiro II | GCN,645,,,,,,
Shinseiki GPX Cyber Formula: Road To The EVOLUTION,,Shinseiki GPX Cyber Formula: Road To The EVOLUTION | GCN,646,,,,,,
Shonen Jump's One Piece: Grand Adventure,,Shonen Jump's One Piece: Grand Adventure | GCN,493,0.01,,0.03,,0.04,
Shonen Jump's One Piece: Grand Battle,,Shonen Jump's One Piece: Grand Battle | GCN,435,0.01,,0.05,,0.06,
Shonen Jump's One Piece: Pirates Carnival,,Shonen Jump's One Piece: Pirates Carnival | GCN,387,0.02,,0.06,,0.08,
Shrek 2,0.01,Shrek 2 | GCN,47,0.26,0.03,0.73,70.0,1.02,6.7
Shrek Extra Large,,Shrek Extra Large | GCN,253,0.03,,0.13,,0.17,
Shrek Smash n' Crash Racing,,Shrek Smash n' Crash Racing | GCN,303,0.03,,0.1,,0.13,2.8
Shrek Super Party,,Shrek Super Party | GCN,462,0.01,,0.04,,0.05,
Shrek Superslam,,Shrek Superslam | GCN,213,0.04,0.01,0.17,,0.22,
Skies of Arcadia Legends,,Skies of Arcadia Legends | GCN,205,0.04,0.01,0.17,,0.22,
Smashing Drive,,Smashing Drive | GCN,407,0.01,,0.06,,0.07,
Smuggler's Run: Warzones,,Smuggler's Run: Warzones | GCN,383,0.02,,0.06,,0.08,
Sonic Adventure 2 Battle,0.21,Sonic Adventure 2 Battle | GCN,8,0.59,0.07,1.7,,2.56,
Sonic Adventure DX: Director's Cut,0.06,Sonic Adventure DX: Director's Cut | GCN,36,0.3,0.03,0.87,,1.27,
Sonic Gems Collection,,Sonic Gems Collection | GCN,119,0.08,0.01,0.32,64.0,0.42,8.2
Sonic Heroes,0.06,Sonic Heroes | GCN,21,0.44,0.04,1.05,72.0,1.6,7.9
Sonic Mega Collection,0.05,Sonic Mega Collection | GCN,13,0.48,0.06,1.47,,2.05,
Sonic Riders,,Sonic Riders | GCN,54,0.18,0.03,0.71,59.0,0.92,7.7
SoulCalibur II,0.11,SoulCalibur II | GCN,26,0.32,0.08,0.99,,1.5,
Space Raiders,,Space Raiders | GCN,555,,,0.01,40.0,0.01,
Spartan: Total Warrior,,Spartan: Total Warrior | GCN,419,0.01,,0.05,73.0,0.07,8.1
Spawn: Armageddon,,Spawn: Armageddon | GCN,426,0.01,,0.05,61.0,0.07,7.3
Speed Kings,,Speed Kings | GCN,531,,,0.01,,0.02,
Sphinx and the Cursed Mummy,,Sphinx and the Cursed Mummy | GCN,292,0.03,,0.11,79.0,0.14,8.8
Spider-Man 2,,Spider-Man 2 | GCN,56,0.17,0.02,0.65,80.0,0.84,8.5
Spider-Man: The Movie,0.01,Spider-Man: The Movie | GCN,41,0.27,0.04,0.86,,1.19,
Spirits & Spells,,Spirits & Spells | GCN,536,,,0.01,,0.02,
SpongeBob SquarePants: Battle for Bikini Bottom,,SpongeBob SquarePants: Battle for Bikini Bottom | GCN,51,0.19,0.03,0.74,71.0,0.95,8.6
Spongebob Squarepants: Creature from the Krusty Krab,,Spongebob Squarepants: Creature from the Krusty Krab | GCN,151,0.07,0.01,0.25,,0.33,
"SpongeBob SquarePants: Lights, Camera, Pants!",,"SpongeBob SquarePants: Lights, Camera, Pants! | GCN",107,0.09,0.01,0.34,,0.44,7.8
SpongeBob SquarePants: Revenge of the Flying Dutchman,,SpongeBob SquarePants: Revenge of the Flying Dutchman | GCN,229,0.04,0.01,0.15,,0.2,
Spy Hunter,,Spy Hunter | GCN,226,0.04,0.01,0.16,,0.2,
Spyro: A Hero's Tail,,Spyro: A Hero's Tail | GCN,166,0.06,0.01,0.22,62.0,0.29,8.0
Spyro: Enter the Dragonfly,,Spyro: Enter the Dragonfly | GCN,67,0.14,0.02,0.55,,0.71,
SRS: Street Racing Syndicate,,SRS: Street Racing Syndicate | GCN,373,0.02,,0.07,,0.08,
SSX 3,,SSX 3 | GCN,133,0.08,0.01,0.29,92.0,0.38,8.8
SSX On Tour,,SSX On Tour | GCN,252,0.03,,0.13,80.0,0.17,7.6
SSX Tricky,,SSX Tricky | GCN,91,0.11,0.01,0.42,,0.54,
Star Fox Adventures,0.3,Star Fox Adventures | GCN,15,0.53,0.09,0.96,,1.87,
Star Fox: Assault,0.19,Star Fox: Assault | GCN,45,0.18,0.03,0.68,67.0,1.08,8.1
Star Wars Jedi Knight II: Jedi Outcast,,Star Wars Jedi Knight II: Jedi Outcast | GCN,199,0.05,0.01,0.18,,0.23,
Star Wars Rogue Leader: Rogue Squadron II,0.03,Star Wars Rogue Leader: Rogue Squadron II | GCN,14,0.75,0.09,1.03,,1.9,
Star Wars Rogue Squadron III: Rebel Strike,,Star Wars Rogue Squadron III: Rebel Strike | GCN,60,0.16,0.02,0.62,75.0,0.8,7.5
Star Wars: Bounty Hunter,,Star Wars: Bounty Hunter | GCN,179,0.05,0.01,0.2,,0.26,
Star Wars: Clone Wars,,Star Wars: Clone Wars | GCN,127,0.08,0.01,0.31,,0.4,
Starsky & Hutch,,Starsky & Hutch | GCN,342,0.02,,0.08,59.0,0.11,
Street Hoops,,Street Hoops | GCN,318,0.02,,0.09,,0.12,
Strike Force Bowling,,Strike Force Bowling | GCN,434,0.01,,0.05,47.0,0.06,
Summoner: A Goddess Reborn,,Summoner: A Goddess Reborn | GCN,475,0.01,,0.04,,0.05,
Super Bubble Pop,,Super Bubble Pop | GCN,479,0.01,,0.04,,0.05,
Super Mario Strikers,0.2,Super Mario Strikers | GCN,20,0.38,0.04,0.98,76.0,1.61,8.6
Super Mario Sunshine,0.87,Super Mario Sunshine | GCN,3,1.26,0.17,4.01,,6.31,
Super Monkey Ball,0.1,Super Monkey Ball | GCN,28,0.37,0.04,0.95,,1.46,
Super Monkey Ball 2,0.06,Super Monkey Ball 2 | GCN,25,0.31,0.04,1.11,,1.52,
Super Monkey Ball 2-Pack,,Super Monkey Ball 2-Pack | GCN,648,,,,,,
Super Monkey Ball Adventure,,Super Monkey Ball Adventure | GCN,277,0.03,,0.12,51.0,0.15,7.6
Super Robot Taisen GC,,Super Robot Taisen GC | GCN,649,,,,,,
Super Smash Bros. Melee,1.39,Super Smash Bros. Melee | GCN,1,1.04,0.22,4.41,,7.07,
Superman: Shadow of Apokolips,,Superman: Shadow of Apokolips | GCN,388,0.02,,0.06,,0.08,
Surf's Up,,Surf's Up | GCN,547,,,0.01,,0.01,
Swingerz Golf,,Swingerz Golf | GCN,380,0.02,,0.06,,0.08,
SX Superstar,,SX Superstar | GCN,498,0.01,,0.03,,0.03,
Tak 2: The Staff of Dreams,,Tak 2: The Staff of Dreams | GCN,149,0.07,0.01,0.26,75.0,0.33,8.8
Tak and the Power of Juju,,Tak and the Power of Juju | GCN,121,0.08,0.01,0.31,71.0,0.4,8.4
Tak: The Great Juju Challenge,,Tak: The Great Juju Challenge | GCN,268,0.03,,0.12,75.0,0.15,8.1
Tales of Symphonia,0.31,Tales of Symphonia | GCN,44,0.21,0.04,0.54,86.0,1.1,8.5
Taxi 3,,Taxi 3 | GCN,650,,,,,,
Taz Wanted,,Taz Wanted | GCN,391,0.02,,0.06,,0.08,
Teen Titans,,Teen Titans | GCN,154,0.07,0.01,0.25,63.0,0.33,6.9
Teenage Mutant Ninja Turtles,,Teenage Mutant Ninja Turtles | GCN,146,0.07,0.01,0.26,57.0,0.34,7.7
Teenage Mutant Ninja Turtles 2: Battle Nexus,,Teenage Mutant Ninja Turtles 2: Battle Nexus | GCN,234,0.04,0.01,0.15,49.0,0.19,5.7
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,,Teenage Mutant Ninja Turtles 3: Mutant Nightmare | GCN,324,0.02,,0.09,57.0,0.12,6.1
Tensai Bit-Kun: Gramon Battle,,Tensai Bit-Kun: Gramon Battle | GCN,651,,,,,,
Terminator 3: The Redemption,,Terminator 3: The Redemption | GCN,527,,,0.02,68.0,0.02,
Tetris Worlds,,Tetris Worlds | GCN,207,0.04,0.01,0.17,,0.22,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies | GCN,169,0.06,0.01,0.22,65.0,0.28,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion | GCN,335,0.02,,0.09,,0.11,
The Ant Bully,,The Ant Bully | GCN,316,0.02,,0.09,51.0,0.12,
The Baseball 2003,,The Baseball 2003 | GCN,652,,,,,,
